,Prediction,Label,Score,Cosine Similarity
0,有一笔我不知道的付款,由于我不知道的付款,1.0,0.9689289331436157
1,hey i wanted to withdraw a significant amount from my atm and i wanted to ask what s the withdrawal limit of this bank and if the limit is below what i want can i increase the limit somehow please get back to me ,i want to do with at the moment for my atm and i want to do us what s the withdrawal limit of this bank and if the limit is below what i want can i increase the limit somehow please get back to me,0.24444444444444444,0.9631469249725342
2,hola buenas tardes necesitaba saber si necesito hacer algún cambio en mi tarjeta para usarla en el extranjero porque voy a viajar a los estados unidos próximamente y si tengo que hacer alguna gestión para activarla gracias ,hola buenas tardes necesitaba saber si necesito hacer algún cambio en mi tarjeta para usarla en el extranjero porque voy a viajar a los estados unidos próximamente y si tengo que hacer alguna gestión para que activarla gracias,0.02631578947368421,0.9995256662368774
3,qual é o meu limite na caixa eletrónica posso aumentar o meu limite de saque na caixa eletrónica quanto dinheiro posso retirar quero retirar dinheiro do caixa eletrónico qual é o meu limite quanto dinheiro ,qual é o alimento na caixa eletrónica não está no meu limite só que na caixa eletrónico quanto dinheiro posso retirar quero que tirar dinheiro do caixa eletrônico qual é o meu limite quanto dinheiro posso retirar quanto dinheiro posso retirar dinheiro,0.42857142857142855,0.9812285304069519
4,계좌에 돈을 입금 하려고 하는데 어떻게 해야 될지 모르겠어서요,계좌에 돈을 입금하려고 하는데 어떻게 해야 될지 모르겠어서요,0.25,0.9966557025909424
5,остановить все операции по моей карте заморозить мою карту пожалуйста заблокируйте мою карту ,установить все операции по моей карте заморозить мою карту пожалуйста заблокируйте мою карту,0.07692307692307693,0.9997137784957886
6,qual è il mio limite banco matt ,qual è il mio limite bancomat,0.3333333333333333,0.979666531085968
7,vorrei prendere dei soldi dal mio banco matt mi stavo chiedendo quale fosse il massimo di soldi che potessi prelevare ,vorrei prendere dei soldi dal mio bancomat mi sto stavo chiedendo quale poste il massimo di soldi che potresti prelevare,0.25,0.9919553995132446
8,moja aplikacja nie działa dokładnie nie mogę się włączyć ,my app is not working properly i can t login,1.0,0.34009605646133423
9,ja hallo ik zit nu in tokyo en ik moet mijn volgende reis boeken naar osaka alleen hebben mijn kaarten niet geaccepteerd maar geactiveerd voor het buitenland kunnen jullie mij helpen ,ja hallo ik zit nu in tokyo en ik moet mijn volgende reis boeken naar osaka alleen geaccepteerd,0.7222222222222222,0.9688645005226135
10,ciao vorrei praticamente avere il mio saldo del conto se possibile grazie ,ciao vorrei praticamente avere il mio saldo del conto se possibile grazie,0.0,1.0000001192092896
11,estava a ligar porque precisava de fazer um grande pagamento online e estava a dizer que eu preciso de receber uma mensagem de texto e não sei o que é que eu necessito fazer precisava da vossa ajuda para me ajudar a processar o pagamento ,tava a ligar porque precisava de fazer um grande pagamento online e está a dizer que eu preciso para receber uma mensagem de texto não sei o que é que é preciso fazer precisava da vossa ajuda para me ajudar a passar o pagamento,0.1590909090909091,0.9919598698616028
12,мое место жительства изменилось поэтому я хотел бы изменить адрес вашего банка ,моё место жительства изменилось поэтому я хотел бы изменить свой адрес вашингтон,0.3333333333333333,0.9965938329696655
13,de app loopt vast waardoor ik mijn saldo niet meer kan zien ,de app loopt vast rookmelder niet meer kan zien,0.4444444444444444,0.9561474323272705
14,yeah hi i was trying to use my credit card today but it was being declined ,yeah i was trying to use my credit card today but it was being declined,0.06666666666666667,0.9807060360908508
15,buongiorno chiamo perché sono interessato a congelare la mia carta voglio quindi bloccare tutte le transizioni che hanno a che fare con la mia carta grazie ,buongiorno chiamo perché sono interessato a congelare la mia carta voglio quindi bloccare tutte le transizioni che hanno a che fare con la mia carta grazie,0.0,1.0
16,dobrý den prosím vás mám dotaz ohledně podnikatelské půjčky potřeboval bych novou je to u vás možné zložit ,dobrý den prosím vás mám dotaz ohledně podnikatelské půjčky potřeboval bych novou je to u vás možné založit,0.05555555555555555,0.9989974498748779
17,ciao guarda volevo usare la mia carta per pagare una cosa però non funziona non capisco perché ,ciao guarda volevo usare la mia carta per pagare una cosa però non funziona non capisco perché,0.0,0.9999999403953552
18,ciao vorrei pagare una grande somma ho bisogno di un codice ,ciao vorrei pagare una grande somma ho bisogno di un codice,0.0,0.9999999403953552
19,hi for my savings account i want to make that a joint account with my wife please and i just want to see how i can do that ,hi for my savings account i want to make that a joint account with my wife please and i just want to see how i can do that,0.0,1.0000001192092896
